1,44,0,47,75,127,152,195,212,258,276,288,318,356,385,435,449,499,523,567,558,604,656,684,721,754,716,742,765,805,852,830,876,911,926,950,999,
1,51,64,86,135,184,227,257,287,318,368,407,454,447,493,509,538,559,581,599,651,695,713,759,801,852,901,882,922,963,999,
1,34,44,49,94,126,143,161,197,231,269,315,339,378,412,448,470,521,540,564,576,593,608,644,666,704,750,790,773,799,839,858,866,882,905,955,999,
