1,20,22,38,59,77,82,87,104,121,138,129,149,170,193,211,233,250,260,271,278,285,306,318,339,360,362,380,402,413,435,445,452,467,480,498,487,501,522,539,561,584,602,619,634,621,641,662,678,697,716,693,705,728,741,753,771,789,812,824,831,839,836,851,873,885,896,909,905,927,936,934,954,977,999,
1,19,10,30,53,39,54,77,93,73,95,106,119,125,147,152,163,183,202,201,215,233,254,268,287,309,311,333,355,376,397,419,436,457,466,483,501,521,531,533,552,564,580,593,608,620,638,656,678,672,689,707,725,737,758,773,789,808,830,834,853,863,851,854,876,890,900,919,924,946,954,971,992,999,
1,24,35,27,34,47,64,84,88,105,125,140,143,159,167,171,190,208,223,245,264,271,288,303,326,347,363,384,386,396,399,413,435,457,474,471,487,498,520,540,543,566,574,580,601,605,622,619,638,658,649,667,674,697,716,711,725,738,748,764,771,768,782,801,810,819,836,857,880,891,904,919,929,947,964,969,984,999,
