808,742,739,549,506,470,412,376,116,93,87,
951,935,914,806,769,513,441,404,386,257,240,190,135,
984,960,925,849,844,788,744,710,661,653,640,624,527,486,451,448,445,420,417,396,371,363,253,247,205,122,67,49,36,
