1,12,33,60,86,97,118,142,143,156,166,183,210,214,235,240,265,275,286,287,296,297,310,332,354,376,398,426,451,478,501,508,516,537,559,583,596,608,634,638,659,682,702,729,744,746,760,780,799,813,839,866,891,917,932,958,982,999,
1,25,48,75,60,83,97,117,121,148,170,168,188,202,226,233,237,263,264,281,297,309,337,349,369,393,394,416,440,454,470,471,462,461,480,508,513,540,551,575,590,596,584,604,632,656,683,696,724,749,721,737,739,743,771,790,815,788,816,837,847,872,898,903,924,951,971,999,
1,21,31,35,61,84,91,106,128,144,162,171,193,215,235,253,267,282,301,324,344,372,399,413,440,448,473,469,492,508,532,520,546,574,589,607,615,611,623,650,678,696,714,725,738,764,791,796,818,843,838,859,887,908,935,947,951,950,974,999,
