1,18,23,26,36,56,50,67,77,99,127,136,112,138,162,182,201,226,237,261,282,290,315,338,355,371,389,402,416,445,463,484,511,537,562,576,595,617,638,639,651,647,634,658,671,686,696,719,747,772,780,802,823,840,850,831,856,864,861,885,893,906,934,941,960,973,999,
1,21,35,51,69,95,115,140,155,179,204,230,257,284,290,287,305,319,324,350,349,346,373,366,386,403,428,450,471,498,497,515,544,554,565,584,585,603,623,642,668,694,711,714,741,753,773,793,811,827,834,859,887,910,934,939,962,969,970,999,
1,25,54,71,93,116,137,160,177,201,194,213,237,241,269,297,307,319,336,347,373,367,396,423,439,442,447,466,493,504,520,531,542,564,586,590,601,626,655,678,696,705,720,713,721,724,752,775,800,814,830,842,869,897,900,929,938,957,974,999,
