1,49,68,58,103,154,172,208,244,276,286,333,355,395,448,430,484,526,516,566,614,632,680,696,737,736,763,775,824,829,879,927,964,999,
1,11,46,56,105,140,190,231,284,244,258,310,356,334,329,348,396,423,443,478,533,573,618,634,622,629,671,694,743,783,817,867,847,874,902,955,999,
1,7,46,91,138,154,201,237,281,311,293,318,372,396,416,445,490,523,559,557,581,623,656,694,749,791,840,892,858,896,946,999,
