1,51,132,204,223,130,105,47,114,153,241,261,365,473,520,609,693,776,866,986,999,
1,10,72,115,211,158,150,272,251,311,322,352,428,532,652,767,813,931,999,
1,75,166,230,326,362,427,509,533,616,610,723,801,921,999,
