1,37,88,132,135,167,154,207,249,289,306,367,371,409,451,457,511,569,588,638,673,720,749,761,816,813,856,870,928,908,969,999,
1,33,71,81,139,151,119,158,193,213,220,241,290,321,307,300,353,380,437,426,479,504,489,516,506,565,611,606,658,707,720,742,735,749,788,824,850,894,919,971,999,
1,18,33,80,115,160,206,185,236,263,322,287,303,348,339,341,400,428,406,454,466,492,535,596,617,663,675,649,678,736,744,801,843,894,941,999,
