1,35,80,137,194,263,278,354,442,494,569,650,649,708,783,846,893,915,999,
1,0,2,12,78,163,202,221,295,365,375,457,463,542,624,630,682,750,829,912,999,
1,20,77,52,16,61,69,135,147,222,273,346,428,467,551,579,643,723,776,859,883,947,999,
