1,4,56,125,154,222,172,238,219,204,214,280,335,377,390,383,445,486,557,599,616,625,691,748,806,825,765,831,849,816,820,852,921,935,999,
1,32,40,102,163,214,279,320,383,435,503,574,549,613,607,658,711,728,762,760,813,864,932,999,
1,56,124,146,200,227,293,344,374,414,481,532,580,641,653,723,777,827,841,893,954,999,
