1,59,63,168,238,211,292,349,409,459,542,651,731,794,895,999,
1,52,31,119,223,295,329,431,447,462,560,491,519,624,731,821,891,999,
1,98,145,236,244,284,295,391,408,473,565,523,448,540,575,635,735,774,881,844,918,999,
