1,28,38,32,34,75,131,187,230,285,314,372,365,412,411,464,499,531,577,607,625,680,693,666,703,744,798,795,837,894,934,881,929,909,945,999,
1,50,29,13,57,98,151,163,191,190,236,293,351,336,391,426,446,492,516,515,561,601,654,700,743,744,790,815,822,852,862,916,960,999,
1,14,55,87,97,148,187,225,256,313,370,405,418,473,431,483,529,585,618,613,670,714,764,812,781,816,832,862,911,960,999,
