1,9,37,43,71,88,96,132,154,163,199,236,205,227,256,294,297,325,350,380,409,427,406,417,437,475,485,493,520,548,586,596,607,629,667,679,678,716,733,763,756,781,801,826,862,881,873,900,925,963,999,
1,31,22,15,41,71,107,118,131,165,145,157,189,208,187,225,252,275,289,286,301,329,365,375,413,445,462,488,511,527,564,597,623,648,673,651,670,658,653,687,688,723,747,759,790,793,820,821,817,852,867,897,916,932,966,999,
1,23,48,72,60,97,132,147,181,196,229,258,294,316,346,353,356,384,413,439,470,501,495,492,500,537,557,571,568,597,631,661,676,705,741,770,792,812,836,874,885,923,950,978,999,
