1,63,20,46,106,143,177,205,136,191,189,250,212,283,357,381,406,443,474,497,494,545,616,685,759,701,763,833,782,812,877,936,999,
1,10,19,90,71,98,117,183,252,327,382,371,426,450,445,505,578,651,677,749,772,842,888,908,953,999,
1,52,68,25,93,149,221,241,306,299,309,363,385,427,478,475,513,588,661,656,715,760,808,876,951,999,
