1,54,110,202,284,266,278,251,268,364,389,444,499,518,604,649,745,778,849,943,999,
1,96,178,87,179,233,311,356,448,514,544,630,542,591,687,779,873,906,999,
1,76,148,219,317,412,492,488,478,551,538,625,665,726,763,855,927,999,
