1,41,82,69,109,161,181,221,267,296,339,375,430,404,448,502,542,588,626,659,655,670,717,770,822,866,902,949,999,
1,45,77,92,144,196,155,179,224,241,270,315,359,407,422,446,475,521,553,586,629,675,689,743,740,751,797,786,841,853,888,917,966,999,
1,27,64,85,110,124,178,219,272,295,343,394,433,487,540,498,550,605,614,616,663,693,710,758,804,780,829,819,874,924,952,999,
