1,55,8,10,69,145,184,226,242,281,325,311,376,431,498,553,618,622,608,661,724,762,825,901,943,999,
1,53,20,44,75,146,211,251,285,352,333,402,445,486,507,549,616,635,675,750,765,828,884,949,999,
1,65,66,79,151,157,205,270,345,407,415,398,456,526,570,600,545,596,634,653,691,746,814,854,923,999,
