1,3,21,27,37,36,49,58,74,90,101,112,117,122,135,152,158,172,182,197,212,214,211,224,242,259,261,265,280,268,283,289,306,305,321,333,349,334,343,355,370,386,399,401,410,427,439,445,457,473,472,487,505,519,528,537,546,561,579,587,601,615,627,639,650,643,651,658,666,670,685,674,688,706,721,738,748,762,776,786,796,803,816,827,820,837,844,857,853,866,860,863,869,868,882,898,916,929,941,944,960,978,996,999,
1,9,15,19,31,42,47,56,66,67,84,100,117,130,148,147,156,163,179,195,212,224,241,257,263,266,281,292,302,313,331,346,354,353,365,377,390,400,389,404,416,426,444,446,456,454,469,487,499,502,507,523,532,550,554,569,574,592,605,612,627,628,643,660,675,677,694,712,718,730,744,756,757,772,779,797,798,813,831,836,851,868,864,880,895,909,913,924,938,951,953,971,986,999,
1,15,17,34,51,58,74,86,98,106,115,124,125,139,151,152,166,171,177,190,204,206,200,214,229,240,253,252,264,280,291,302,313,314,317,325,324,340,353,364,372,357,365,380,388,401,418,430,447,451,453,464,468,482,489,492,503,498,513,527,536,554,572,580,590,601,613,630,637,654,667,674,687,679,685,697,714,724,738,748,766,765,768,785,798,803,809,822,830,843,860,871,876,885,903,908,920,935,931,945,962,974,979,987,999,
