1,14,25,15,7,17,18,32,52,65,50,61,75,95,107,127,132,143,160,168,171,183,192,193,211,222,209,219,241,240,255,271,272,281,297,284,304,302,318,338,353,354,349,358,380,392,412,405,423,430,432,445,467,476,497,518,538,559,580,602,609,617,639,657,646,664,685,702,712,733,749,761,780,796,814,833,851,873,885,890,909,931,946,962,983,999,
1,15,33,41,60,55,70,92,103,116,117,138,159,171,174,168,184,197,207,229,215,224,244,262,284,269,274,278,298,307,317,334,355,375,396,418,417,399,416,428,445,461,483,505,525,536,552,561,582,603,621,615,628,642,664,683,691,712,731,753,773,761,783,791,813,824,822,839,845,864,865,885,905,926,941,959,958,960,961,977,999,
1,6,14,32,45,59,79,98,107,119,140,162,184,193,213,234,244,266,287,275,296,302,322,327,349,368,390,412,431,443,434,441,462,476,491,511,533,554,575,579,586,597,602,621,636,652,671,688,704,705,711,731,749,770,788,773,795,815,837,825,821,830,848,870,875,893,902,907,928,948,965,982,999,
