1,18,39,11,41,42,55,77,107,110,133,155,175,169,186,212,239,254,275,296,316,340,361,389,403,408,429,446,473,500,530,548,558,577,595,621,606,614,625,620,650,664,666,688,703,711,731,750,763,791,818,837,840,859,886,884,902,910,930,955,982,999,
1,15,19,12,28,44,68,92,99,83,107,100,130,154,179,201,223,227,248,276,298,305,331,348,362,384,399,417,430,458,486,507,534,538,560,583,611,614,620,644,655,668,676,706,734,753,744,762,739,758,783,796,798,800,828,844,867,893,903,932,957,981,999,
1,19,24,22,46,33,63,61,82,55,71,95,98,107,129,157,179,197,225,239,267,292,302,311,340,361,382,412,441,468,464,483,466,492,497,506,531,559,550,561,588,605,629,616,635,649,666,686,710,738,753,756,746,757,767,787,802,786,801,822,845,872,901,931,941,970,999,
