1,26,73,138,137,197,210,213,232,286,309,359,416,448,428,462,524,541,600,595,586,650,705,707,770,817,815,874,917,975,999,
1,53,69,58,112,172,176,226,263,271,301,329,387,415,447,498,562,533,580,560,571,636,658,714,760,801,811,868,929,943,999,
1,15,39,89,112,158,218,241,251,316,356,405,467,516,474,519,550,572,564,627,645,648,689,714,777,838,854,868,895,956,999,
