1,69,35,55,70,177,279,310,419,492,521,412,514,623,694,783,893,999,
1,94,116,120,216,287,312,423,520,616,698,724,791,889,999,
1,65,24,102,61,103,183,252,337,427,533,643,683,713,673,781,847,945,999,
