1,77,164,251,222,285,325,405,479,536,620,695,700,760,811,900,926,999,
1,18,70,85,161,216,258,238,294,353,399,441,520,594,563,535,597,635,714,760,824,871,929,999,
1,52,87,102,176,197,259,263,306,342,424,500,545,573,647,737,775,848,929,999,
