1,64,76,85,128,184,223,269,318,361,422,417,369,376,427,480,507,566,605,601,647,648,709,726,765,767,811,861,894,955,999,
1,12,58,95,121,135,185,243,218,264,328,365,412,459,509,553,541,593,605,651,709,773,806,866,926,986,999,
1,21,58,110,138,199,258,272,266,330,383,443,494,480,533,554,610,674,716,767,805,802,842,897,904,924,950,999,
