1,14,2,20,32,51,68,82,99,113,123,140,145,156,176,186,196,212,207,227,247,265,273,277,293,311,315,309,329,341,352,372,386,396,415,430,445,453,460,478,494,491,497,511,523,543,548,562,582,598,616,634,645,655,674,676,690,704,720,737,752,769,787,792,803,821,827,840,855,859,873,892,902,891,900,919,935,953,969,983,999,
1,12,2,18,21,35,33,45,61,79,86,100,113,131,132,152,166,172,155,173,187,184,195,211,217,235,246,259,271,278,287,307,311,331,351,365,375,394,388,404,391,410,423,426,442,461,457,476,492,512,527,539,549,560,570,588,606,605,624,639,650,665,683,672,692,706,719,729,730,738,737,750,764,771,784,799,792,811,819,839,857,866,884,898,914,932,946,960,951,954,952,971,991,999,
1,16,20,37,53,62,75,95,112,131,129,149,148,155,166,186,196,213,226,237,243,263,271,280,297,313,319,315,335,355,365,380,398,418,438,435,450,470,461,471,474,494,511,527,536,543,562,564,568,587,605,602,615,621,641,631,647,666,662,677,693,711,714,722,741,729,743,762,781,800,813,818,828,843,860,870,886,893,889,908,925,936,949,958,964,968,988,999,
