1,44,132,190,302,244,291,321,415,469,448,561,570,603,691,786,876,999,
1,86,192,274,281,315,338,455,540,578,594,718,832,923,999,
1,75,198,110,212,306,339,436,331,429,544,579,684,669,733,799,828,905,999,
