1,60,97,158,190,216,274,324,339,373,433,425,441,482,541,592,651,713,687,728,738,790,825,881,941,999,
1,13,62,77,117,171,229,207,269,299,334,379,420,442,485,520,532,593,647,698,755,796,849,902,936,974,999,
1,31,77,139,174,127,131,182,238,270,284,324,379,412,463,518,563,616,644,672,730,693,739,794,831,866,901,936,976,999,
