1,5,4,7,11,17,16,23,28,37,41,42,51,57,52,59,56,62,69,76,81,90,99,97,103,109,111,114,118,116,123,129,133,142,148,149,155,163,162,171,177,181,185,186,195,198,202,210,219,223,222,231,236,243,241,246,252,259,265,274,277,281,288,293,301,305,303,312,319,328,330,339,345,354,357,362,368,376,381,390,393,400,407,416,422,423,425,434,442,447,456,448,455,460,469,472,475,483,492,499,501,502,507,510,511,515,524,532,536,544,547,556,564,570,572,566,575,577,585,594,603,612,614,616,622,629,633,632,638,645,649,653,659,662,670,675,683,686,695,699,700,708,716,719,723,732,741,747,755,759,762,771,779,787,793,802,808,812,816,823,832,841,848,846,850,857,862,865,869,878,881,888,893,886,892,901,907,909,913,920,927,934,932,941,943,948,957,965,969,970,979,986,991,999,
1,10,15,11,17,25,28,36,45,44,48,56,54,63,67,70,76,82,91,100,108,113,118,115,124,133,140,149,148,152,160,168,173,182,189,195,197,206,213,211,218,226,230,236,242,247,254,257,259,266,275,278,285,293,302,309,315,321,329,337,345,354,362,361,369,378,380,387,391,395,402,410,412,416,424,419,422,431,435,442,450,455,460,466,475,481,488,491,499,507,514,523,526,531,533,538,541,546,553,558,567,568,571,575,580,588,597,603,611,620,625,630,637,646,642,650,657,662,669,671,675,682,690,699,695,697,692,698,707,715,713,722,731,738,746,752,761,770,773,781,778,787,794,802,807,816,819,823,832,837,845,853,857,863,872,873,881,889,891,899,906,915,922,923,928,933,941,947,955,963,966,973,980,984,993,999,
1,5,10,19,24,32,25,34,42,50,57,64,66,72,76,84,92,101,95,93,89,97,103,107,112,113,119,126,130,134,143,151,159,164,167,163,169,178,186,195,201,202,211,219,227,236,244,238,247,254,263,264,273,278,284,290,298,304,309,313,320,326,333,341,346,350,352,360,369,370,377,382,390,392,397,406,415,418,427,428,437,445,453,458,464,472,475,482,488,490,499,508,512,514,522,527,533,541,544,551,557,552,561,564,571,579,585,586,590,596,602,607,615,618,626,629,638,646,651,658,663,668,676,683,691,698,702,706,714,721,725,733,739,746,749,751,756,765,774,766,775,781,790,799,807,805,812,819,826,832,834,842,847,852,858,861,864,873,877,885,894,903,901,900,909,915,924,931,939,947,946,953,959,963,971,979,988,987,992,999,
