1,22,49,83,115,121,130,152,160,187,210,242,269,292,309,337,353,361,376,404,380,393,426,457,474,508,515,545,565,599,631,651,681,697,724,745,772,795,810,827,857,868,897,928,942,968,999,
1,10,14,44,49,73,107,129,134,168,170,165,183,211,238,269,280,304,310,290,324,354,375,381,380,368,389,423,445,478,500,517,535,560,572,603,632,643,663,659,693,717,750,784,816,839,869,898,905,916,948,950,977,999,
1,26,43,66,92,116,145,159,189,222,204,226,243,268,270,288,309,323,337,346,370,362,366,392,418,430,440,462,495,522,556,588,606,637,624,648,676,686,709,718,741,771,783,811,845,867,888,911,935,965,999,
