1,52,126,209,271,299,312,357,394,444,502,533,585,601,610,667,705,744,830,906,918,999,
1,23,71,126,203,199,196,269,313,331,351,418,499,557,640,723,772,816,832,904,908,896,916,999,
1,70,135,207,232,314,394,480,511,545,596,642,727,783,846,839,914,999,
