1,33,74,140,124,231,272,386,463,545,489,456,518,614,679,774,891,999,
1,102,157,253,326,400,448,541,644,701,808,888,999,
1,99,128,201,137,170,265,378,382,430,477,520,500,593,603,602,614,661,667,765,833,887,999,
