1,11,16,33,40,56,69,86,94,100,114,126,132,116,117,133,125,131,140,153,163,179,196,207,224,238,242,250,267,281,288,304,321,315,328,327,340,347,351,367,378,392,405,422,439,446,462,475,486,490,501,517,523,539,552,561,560,573,580,586,597,613,615,627,640,647,651,665,674,681,696,704,717,733,746,759,769,785,802,809,800,811,818,831,846,859,874,890,892,896,911,928,940,951,967,982,999,
1,0,12,28,38,47,57,54,66,83,77,75,87,100,108,118,121,138,155,172,177,188,204,211,224,241,256,251,263,272,271,283,299,314,308,324,334,349,352,356,360,376,386,401,418,434,449,433,450,443,455,468,474,488,503,512,519,536,553,565,581,598,613,624,617,629,638,653,662,671,673,680,684,687,698,711,706,717,731,745,749,761,778,792,799,814,808,818,832,845,860,856,872,864,879,883,897,910,907,917,931,946,956,972,982,999,
1,11,17,33,47,49,61,74,78,95,107,109,116,119,121,134,145,161,177,187,186,203,204,213,228,241,252,267,258,274,284,301,297,308,322,332,327,339,346,357,371,382,397,412,422,428,437,450,460,475,483,496,511,524,533,550,561,565,572,581,597,610,626,639,656,662,678,681,696,703,720,734,747,764,771,778,780,795,803,812,821,838,846,855,870,886,899,909,916,924,914,930,943,955,961,975,985,999,
