1,20,32,58,9,81,64,131,208,197,209,203,193,271,286,299,357,404,479,532,540,608,676,718,765,754,788,839,854,901,890,961,999,
1,63,23,65,106,184,140,213,269,309,376,454,526,543,549,609,624,663,675,731,760,823,811,820,869,940,999,
1,4,58,134,176,194,234,225,285,350,400,445,512,546,616,681,743,808,848,876,935,999,
