1,46,130,66,69,109,208,281,368,459,521,567,627,639,709,771,867,930,999,
1,67,101,193,258,320,363,440,526,616,646,736,795,742,828,925,999,
1,11,97,115,146,209,230,303,349,417,515,578,635,554,641,742,832,899,999,
