1,28,73,110,53,61,95,99,140,197,249,295,320,379,403,459,451,497,547,503,530,589,648,696,748,761,816,822,878,852,879,921,941,999,
1,55,88,144,150,188,204,254,280,339,330,368,355,396,440,473,489,536,594,643,695,753,708,711,768,827,874,892,942,999,
1,36,42,90,144,156,194,186,240,265,318,351,392,447,476,533,544,596,635,653,696,749,770,792,836,889,942,999,
