1,30,59,114,145,159,206,255,309,312,382,445,477,546,616,641,636,672,746,818,868,938,999,
1,10,72,67,108,85,61,126,163,190,234,313,383,395,398,456,513,544,612,619,658,732,734,791,798,812,877,922,999,
1,39,13,56,131,169,209,214,291,320,377,447,517,586,595,669,718,735,807,836,794,869,936,999,
