1,27,54,119,78,140,128,169,235,237,291,242,253,320,379,390,458,509,510,532,564,611,591,594,654,651,662,716,760,785,817,881,932,999,
1,37,100,155,204,271,321,313,378,379,418,470,504,542,558,581,649,695,745,807,865,905,951,999,
1,13,16,82,127,139,165,146,129,194,240,261,323,378,443,505,509,525,580,644,698,712,740,791,842,903,935,999,
