1,13,44,51,94,135,173,177,192,181,187,199,249,298,292,343,393,399,443,473,515,550,567,590,641,663,699,739,786,832,882,928,944,989,999,
1,48,8,21,66,69,98,147,184,235,273,312,359,410,396,443,457,508,511,485,519,565,586,623,642,686,735,777,802,816,866,915,921,944,989,999,
1,38,89,92,119,162,192,217,225,247,276,322,329,309,355,401,431,451,490,513,533,553,589,602,643,675,693,685,706,728,757,799,847,888,938,969,999,
