1,7,96,56,152,229,319,382,462,442,440,456,446,549,615,720,813,871,892,999,
1,94,192,200,246,325,328,388,452,507,614,693,714,759,818,884,999,
1,86,138,207,302,223,323,418,530,618,701,799,810,902,999,
