1,6,26,36,50,28,53,70,87,110,133,135,138,160,185,199,219,239,231,254,267,261,278,300,319,338,345,355,373,392,415,416,438,456,464,484,491,483,497,514,539,547,545,563,575,597,596,609,619,632,655,677,693,711,719,741,737,760,775,779,803,826,841,862,885,910,927,939,958,983,999,
1,3,25,20,45,24,42,57,76,98,109,131,150,172,188,212,224,229,247,231,246,261,282,279,300,324,342,359,365,379,401,393,418,427,442,461,478,501,523,548,570,583,602,625,642,665,687,698,713,720,745,762,784,808,816,828,817,827,848,872,884,892,913,928,950,970,984,999,
1,20,26,36,61,80,102,109,112,129,152,134,140,157,146,166,179,204,224,238,256,273,284,291,307,316,325,345,358,382,406,398,410,429,451,471,466,489,509,532,557,568,574,575,580,602,619,640,658,674,694,708,730,755,770,793,807,814,836,853,873,892,893,915,905,920,945,955,976,999,
