1,40,57,93,125,146,184,204,249,298,307,351,322,331,379,431,463,465,512,495,502,520,529,550,604,627,663,673,705,699,752,802,840,868,860,902,945,999,
1,0,22,58,96,134,166,150,193,229,266,316,365,415,456,491,515,560,531,508,553,604,617,666,690,717,741,780,829,880,906,949,999,
1,3,56,95,118,133,168,183,237,272,230,258,297,310,355,376,425,467,521,552,532,585,623,663,669,717,751,762,813,850,902,887,933,986,999,
