1,75,84,164,261,233,258,361,384,415,371,472,514,546,650,695,744,820,920,999,
1,105,174,278,271,366,452,547,541,562,660,705,717,819,918,999,
1,55,109,201,299,405,497,496,549,653,759,828,893,999,
