1,102,105,203,199,184,288,279,367,425,493,561,653,611,669,748,827,890,948,999,
1,11,93,151,242,303,337,418,512,515,531,566,653,730,814,866,964,999,
1,84,163,235,339,414,518,524,626,670,752,835,793,810,866,936,999,
