1,25,17,48,73,107,141,158,145,182,211,241,259,280,313,339,373,416,443,488,525,515,540,587,624,616,663,706,738,772,809,850,866,911,918,964,999,
1,33,78,61,73,105,107,154,187,148,183,211,227,251,282,318,349,388,390,437,480,516,552,585,624,667,705,752,796,826,845,860,901,948,954,999,
1,47,65,74,98,135,146,164,210,246,252,282,324,348,393,357,402,427,425,440,470,511,553,574,613,647,669,716,681,713,709,754,779,799,804,851,880,925,967,999,
