1,81,125,177,230,321,417,518,627,695,663,690,781,713,826,929,999,
1,0,17,83,133,170,278,337,387,369,456,475,578,672,670,791,808,907,999,
1,82,74,146,186,283,366,377,437,494,599,604,685,766,829,903,999,
