1,3,8,41,73,105,132,164,154,179,191,210,204,226,252,268,303,335,370,403,409,443,455,490,509,508,534,550,585,617,639,666,698,688,702,722,734,767,794,829,820,850,860,894,901,936,947,974,999,
1,34,67,98,130,159,190,183,209,215,239,261,275,310,296,330,337,372,373,404,427,461,474,470,465,496,484,483,512,536,562,538,560,591,612,645,644,673,693,680,688,696,724,741,720,755,789,810,840,873,900,934,969,999,
1,29,56,65,52,83,105,140,155,158,173,206,219,245,256,281,301,298,326,349,384,368,386,404,437,454,485,506,514,527,550,568,590,592,612,643,658,682,717,749,768,747,759,780,808,832,863,893,910,943,978,999,
