1,40,52,57,94,132,150,152,177,212,235,211,231,234,213,204,229,232,254,282,310,320,359,394,430,468,505,538,576,609,635,659,661,697,707,736,773,806,824,842,873,894,927,965,999,
1,24,60,64,88,82,110,119,123,162,154,188,206,237,241,272,294,321,313,300,337,364,377,394,433,472,496,522,547,552,587,596,629,660,643,678,700,712,718,746,780,775,807,838,804,797,831,854,890,908,940,976,999,
1,22,18,35,34,68,86,110,73,76,115,149,182,203,208,244,281,303,313,304,323,341,378,402,430,468,480,483,502,505,542,560,585,608,636,655,663,695,686,713,742,726,762,797,816,848,869,898,912,950,977,999,
