1,10,9,23,32,46,58,66,74,82,95,99,104,100,109,120,129,137,150,159,169,183,192,204,218,223,234,248,258,250,257,254,261,273,275,284,288,299,308,318,328,341,351,358,367,371,385,379,388,398,411,420,429,435,447,455,463,476,477,490,500,511,522,533,547,560,567,580,581,585,598,611,622,632,644,652,663,664,676,674,688,701,714,726,738,752,762,748,757,765,778,792,805,819,833,831,844,852,863,870,884,893,899,906,918,929,942,944,950,957,967,980,986,999,
1,13,9,15,29,43,56,69,72,80,94,107,121,116,106,119,133,144,153,166,173,176,185,197,208,215,227,241,247,254,268,279,291,294,298,311,315,329,326,335,349,359,369,379,392,406,417,424,436,447,442,448,455,466,467,475,489,495,506,520,529,538,541,555,565,572,585,589,598,611,613,616,624,628,638,651,658,650,663,669,683,694,700,712,713,711,717,730,744,758,770,767,757,751,756,765,776,790,799,802,808,816,827,829,841,854,851,862,872,885,896,906,920,925,938,950,957,961,966,959,972,985,999,
1,2,5,14,26,36,47,54,61,75,81,95,109,119,110,122,123,129,137,150,156,169,181,195,198,207,221,229,240,249,244,258,264,267,281,292,295,301,312,315,326,340,338,350,362,372,377,387,391,405,416,428,433,441,454,464,473,481,476,487,495,508,519,531,534,530,543,555,564,562,576,588,596,607,610,623,634,648,659,673,684,675,681,679,689,700,711,715,724,733,746,754,764,757,761,767,776,771,780,788,801,808,813,812,826,830,840,853,858,868,882,894,905,914,922,934,947,956,958,967,973,984,991,999,
