1,12,21,14,10,18,30,48,53,68,85,104,110,127,136,149,166,165,163,176,188,196,191,210,229,239,258,275,261,274,286,297,300,319,323,340,344,360,375,394,389,401,391,410,406,425,429,430,448,452,468,486,493,510,515,526,527,530,542,555,568,564,577,595,613,612,624,621,626,628,640,651,659,671,690,689,702,721,735,724,738,757,775,794,793,808,827,829,824,843,860,857,876,885,902,897,913,927,932,950,968,984,999,
1,2,10,19,23,31,47,56,66,81,100,119,135,152,155,169,184,190,203,202,220,215,233,238,244,250,264,271,270,279,294,305,320,338,328,344,353,356,368,371,383,388,402,412,418,435,454,469,478,493,509,491,504,523,516,530,544,562,569,587,606,620,617,628,644,656,675,692,701,714,719,736,747,762,772,790,798,814,827,838,854,873,885,892,882,901,915,927,917,934,952,967,955,971,980,999,
1,6,20,29,37,48,63,82,99,118,135,154,173,182,201,210,217,236,249,268,279,289,301,317,321,316,329,346,362,381,400,413,418,421,440,453,468,476,482,501,506,521,530,529,540,552,560,566,585,596,581,597,616,628,625,639,647,666,681,700,703,711,729,739,738,751,761,776,780,792,796,812,821,839,855,872,880,896,904,922,941,952,967,981,999,
