1,71,38,89,154,223,282,346,326,324,299,364,415,460,426,390,425,495,531,595,668,690,708,739,763,833,826,887,902,957,999,
1,55,50,68,84,157,201,262,306,361,429,458,456,455,525,597,659,668,672,663,696,754,822,842,859,931,999,
1,11,29,100,156,162,229,264,299,332,316,378,407,442,421,466,486,519,585,617,660,724,746,767,742,812,835,897,847,920,963,999,
