1,13,15,41,71,83,93,124,136,159,189,220,202,225,248,256,286,291,318,340,366,385,409,434,448,424,425,456,473,487,509,540,562,583,556,578,601,620,650,681,708,739,734,744,769,754,778,802,830,861,880,910,930,940,968,999,
1,21,11,34,48,57,87,111,137,162,185,166,183,214,241,247,250,230,257,261,284,300,322,310,336,356,382,385,407,410,390,411,439,465,482,506,530,535,561,592,600,630,651,671,676,701,728,738,759,762,792,812,836,863,885,916,923,953,982,999,
1,16,22,23,53,56,87,103,133,152,183,186,207,230,234,239,265,291,312,302,321,314,344,351,372,387,394,423,416,440,454,482,501,528,551,571,598,602,630,640,670,695,716,738,764,789,808,794,809,835,866,897,909,928,957,950,974,999,
