1,28,121,60,91,104,161,252,275,260,327,417,479,456,546,493,483,551,457,524,612,691,770,837,871,908,999,
1,60,153,196,177,267,326,351,432,461,483,554,645,705,778,762,821,912,999,
1,71,40,96,151,99,152,223,316,282,301,386,344,363,440,526,497,567,583,655,658,709,722,786,800,890,972,999,
