1,94,129,175,240,319,327,366,317,411,371,432,514,562,665,720,678,737,835,919,999,
1,40,76,120,217,265,356,391,392,402,471,542,510,579,644,742,810,847,901,999,
1,101,201,313,282,377,306,336,338,435,500,579,551,653,638,693,795,905,999,
