1,15,20,22,33,43,49,58,71,83,95,110,111,125,136,146,156,159,164,177,176,190,201,216,231,246,256,267,278,288,290,304,306,320,327,341,352,358,373,380,386,376,382,396,392,401,416,422,434,445,454,466,476,487,498,504,506,519,531,538,553,544,558,549,554,557,565,571,585,591,599,613,619,629,642,657,661,669,668,680,689,700,714,720,730,729,741,755,750,762,763,773,776,791,798,811,826,829,833,845,858,866,878,887,900,909,922,929,944,946,960,967,980,993,999,
1,8,21,33,39,47,43,56,52,67,81,88,100,112,126,135,134,147,162,174,178,192,207,220,225,226,240,250,254,258,269,272,287,288,292,306,312,323,335,345,353,364,375,388,403,414,429,439,445,460,473,480,487,498,511,523,533,534,549,555,565,579,592,584,597,609,620,627,630,641,654,669,683,698,709,724,737,749,764,778,793,796,806,821,809,820,827,837,847,859,872,885,895,907,921,917,930,941,946,953,959,966,973,986,999,
1,9,19,8,22,36,49,63,77,76,88,99,113,128,141,153,167,177,191,189,204,219,232,247,260,264,278,283,287,291,303,314,325,337,345,355,370,372,380,390,394,405,412,423,430,439,442,454,465,477,483,496,507,521,526,540,553,565,578,592,603,607,621,626,637,651,660,671,686,700,715,727,738,736,737,745,757,764,770,778,790,804,803,818,824,835,850,861,875,888,900,894,891,902,912,923,918,933,945,958,972,985,999,
