1,23,8,58,41,90,82,124,125,166,196,217,261,279,292,337,380,405,454,485,533,570,530,565,602,645,653,704,738,779,820,869,854,884,898,936,948,999,
1,46,34,64,109,145,159,108,156,183,136,188,221,255,286,304,344,390,436,450,490,528,516,540,587,620,643,690,703,706,715,730,783,809,817,870,917,927,967,999,
1,12,6,54,95,106,143,180,223,269,284,285,331,351,389,364,384,433,413,446,488,496,541,587,632,682,699,719,762,799,794,796,832,870,889,926,965,999,
