1,53,129,75,132,170,233,244,308,376,416,468,521,562,580,589,615,655,723,799,827,858,921,999,
1,12,88,51,90,171,106,154,192,214,270,300,335,281,339,403,463,416,456,516,556,535,578,620,695,772,796,783,842,922,999,
1,70,87,165,144,171,249,325,345,389,425,478,535,555,593,610,656,686,654,691,767,843,902,946,999,
