4725,4588,4339,3843,2516,2365,1770,1368,1268,930,239,157,
4374,3928,2896,2157,1869,1741,1502,1459,1061,1014,509,113,
4727,4666,4333,4290,3835,3768,3463,2538,2455,2020,1998,1482,1418,1002,73,
3652,3543,3469,2983,2610,2473,2445,1744,1572,1505,1278,1127,909,173,
4627,4359,3855,3482,3274,2290,2094,1992,1441,1187,
4584,4355,4085,3706,2594,1561,1461,885,661,585,470,
4722,4644,4273,3600,3439,2941,2778,2568,2470,2099,2028,1364,924,318,210,53,
4614,4263,3884,3757,3135,2904,2769,2659,2611,2582,2373,2231,1948,1911,1139,956,852,
4557,4156,3754,3640,3396,3379,3332,3290,2810,2774,2399,1448,1244,408,73,
4368,4231,4026,3679,3647,3116,3011,2260,1984,1676,1384,1201,1055,889,71,
