4628,1728,1023,
4802,4682,3802,3250,2531,1320,830,656,243,
4073,3957,3539,3355,3217,2447,2427,636,
4592,4356,4254,4249,4022,3869,3799,3263,2815,2311,1536,535,400,94,
3781,3443,3164,3115,2988,2827,2708,2695,2585,2317,2108,1967,1867,1175,302,78,12,
3832,3697,3639,2787,2716,2336,2324,2050,1665,1478,1183,1004,324,143,
2821,2588,2516,2308,1990,1932,1680,1555,1496,1375,1248,1081,905,779,642,
4776,3871,3604,2477,2280,2065,1793,1474,1356,1246,1076,865,793,
4798,3255,2647,2389,2364,1826,1358,808,594,
4438,4237,4018,3005,2661,2485,1890,1762,1691,1166,952,912,339,14,
