4870,4752,4700,4684,4548,4494,4432,4232,3832,3530,3303,3260,3110,3056,2931,2795,2669,2295,2239,1452,1432,1037,836,496,361,238,121,
4639,4555,4467,4391,3913,3880,3461,3414,3128,2933,2854,2800,2775,2740,2235,2179,1999,1590,1242,1215,1101,609,400,323,288,266,233,112,54,
4902,4812,4720,4065,3984,3972,3681,3395,3180,3150,2931,2889,2800,2783,2609,2577,2496,2466,2456,2401,2334,2156,1841,1496,1463,1448,1071,579,203,145,49,15,
4916,4711,4608,4244,4089,3993,3922,3856,3810,3270,2849,2799,2630,2573,2427,2350,2218,2138,1987,1748,1551,1373,1078,600,496,350,123,
4725,4643,4492,4442,4336,4235,3962,3854,3786,3661,3258,3107,3019,2885,2626,2563,2507,2277,2209,2042,1972,1885,1757,1696,1650,1578,1508,1263,1207,1107,1083,605,482,389,
4943,4880,4786,4692,4502,4327,4032,3971,3665,3289,3077,2729,2639,2413,2168,1981,1936,1878,1823,1767,1497,1480,488,397,317,193,5,
4838,4487,4099,3993,3969,3954,3708,3366,2771,2770,2722,2611,2488,2444,2009,1655,1580,1548,1524,1101,1001,889,524,4,
4773,4730,4625,4369,4168,4068,4038,3937,3817,2901,2652,2496,2464,2171,2063,1859,1737,1615,1297,923,678,658,547,461,
4591,4566,4518,4472,4431,4414,4145,4013,3681,3655,3582,3181,2949,2878,2607,2563,2211,2162,1959,1884,1739,1571,1503,1407,1301,1221,709,664,339,
4828,4587,3951,3770,3595,3339,3153,3123,3082,2881,2801,2395,2367,2315,2168,1989,1574,1547,1418,1220,1159,1069,628,536,482,271,174,131,67,31,
