48261,44362,43089,42138,41487,41157,38019,35487,34305,32941,32066,31333,28852,26688,26314,24628,23913,23337,22887,21627,21456,21391,20098,19644,17511,15102,14730,14130,12019,11858,11575,9902,9276,8847,8578,8126,7116,6196,2937,1785,1652,27,
49586,47934,47806,46677,46227,44943,44012,43343,41647,40722,40153,39437,37329,35344,34806,34199,31445,29760,29266,27763,27559,27505,27308,25907,25871,25067,23444,21989,15600,15187,13889,13018,12141,10911,10499,10367,9341,8464,5797,4287,3552,3373,1200,
46220,43037,42929,40483,39639,39438,39330,38244,37681,37463,33582,32785,28033,23646,22193,21116,18187,18016,17340,16704,15900,14121,13800,12863,11737,10839,10142,9690,5931,5915,5629,3901,2489,
49606,48102,47770,46066,43016,42617,40389,38767,38596,33332,33318,31410,30931,30176,30158,29388,28691,25481,23421,23127,22021,20863,19961,19435,18534,18330,17980,17778,16685,15037,11170,10457,7315,7195,4409,3780,2346,
48784,46839,46500,45652,44576,44195,44069,41807,40613,40015,38372,38272,37914,35538,35480,34984,32814,31399,31202,31177,30368,30090,29490,27997,27201,25413,23713,22847,19100,17747,16523,15128,14850,13684,12486,11139,10260,9430,8306,8305,7126,6911,5241,546,
48070,47378,46638,46532,46282,45613,41342,38544,37767,36598,35276,34488,34122,33914,33202,31605,31545,29237,27285,25650,25378,24396,22724,21426,21321,21136,18748,17909,17472,13559,13000,10805,8740,8667,7245,6632,5445,4561,3968,2081,1701,910,
44889,44854,42382,41683,41055,38704,38442,37551,37054,35502,34918,32413,31809,31251,29324,25159,22145,21614,20848,20610,17975,17361,15146,14511,10184,8909,4381,3563,2883,2506,2193,1650,
46785,44364,44253,43258,42454,41807,39678,39489,37619,37419,36902,35204,33643,33266,32360,31739,29730,29356,28074,26424,25347,21946,21046,19577,18702,14783,13718,11691,9765,9568,8715,8152,6598,5831,4866,3673,2813,2770,1788,690,
47377,46353,45458,45135,44836,44740,43922,43795,43002,42673,41600,38751,37278,35368,32838,32085,27424,26276,24209,21920,21343,20659,20190,18455,17881,17876,15924,11450,10806,8968,8219,3487,1811,
49327,47945,47942,47193,46239,43438,42820,40937,39962,39872,39817,36078,34859,34656,34327,33804,33224,32959,29874,27712,27584,26343,25399,23426,22097,19291,19070,18327,17635,17088,14792,13099,12076,10952,10696,9399,8550,5336,4159,1883,1447,717,646,194,
