9293,9183,8983,8927,8694,7911,6593,5940,5794,5774,5500,5372,4127,3652,2974,1960,1706,1683,1319,
9829,9432,8973,8926,8219,7703,7398,6451,5079,4773,4354,3141,2821,2425,1578,721,155,
9635,9391,9227,8371,7204,7081,7001,6245,5388,5273,3916,3076,2886,2616,2563,1255,1022,570,425,69,
9430,9356,9226,9151,8273,7466,6321,5988,4706,4511,4029,3782,3621,2684,2531,2320,2111,1864,1559,1417,978,757,604,504,474,68,
9729,9590,9360,9154,9042,8620,7826,6940,6908,6564,5023,4887,4324,3696,3239,145,48,
9598,8917,7704,7284,6653,6383,6156,5451,3744,1824,1554,1340,1232,
9593,9554,9243,9011,8805,8720,8638,7770,6977,6824,6646,6404,6146,5573,5474,5049,4706,3950,3729,2830,2025,430,229,74,
9821,9723,8373,8100,8005,7566,7446,7343,7012,6876,6555,6434,6424,5477,5044,3678,3437,2853,2825,2363,2345,1805,1234,1154,1120,
9328,9131,8841,8352,8120,7237,7121,6627,6140,5846,4048,3855,3759,3676,3133,2767,2457,1872,1587,457,
8541,7734,7362,7202,5710,5167,4825,4777,4036,3866,3560,634,
