713,639,
750,
637,410,244,
773,
841,291,198,
719,390,
662,547,116,

202,


660,
495,

645,
405,24,
376,
821,141,
606,
121,
836,
141,
925,
698,
320,95,
349,
5,
654,
290,
405,113,
29,
795,179,
822,651,
448,350,
777,
544,259,
595,
99,
788,108,
52,
656,600,335,
732,299,
525,260,36,
469,0,
610,
186,


654,247,
15,
389,34,

776,
709,440,
738,694,
839,232,
647,85,
785,621,
136,
727,
657,165,
105,
503,344,144,
749,661,646,580,
776,491,177,
59,20,
151,
530,
872,
733,76,
522,
730,

791,169,

221,
747,

809,
81,
746,45,

671,385,46,
761,196,
894,
595,229,
681,310,
568,549,
21,
463,272,105,
84,
393,116,
135,
421,
305,112,
860,470,268,

788,542,304,241,
642,
332,147,
