390,
11,
701,242,188,
279,
436,

632,78,
547,
262,217,

351,156,
211,146,
210,151,
4,
216,67,
203,
110,
49,
55,
182,
581,495,53,
743,67,
895,28,
602,172,
51,
224,
888,93,
39,
134,
74,15,
2,
415,
217,
414,
233,107,
435,
519,
467,
60,
206,
111,
263,
281,
44,
21,
181,
189,178,
388,113,

159,
756,378,
301,221,63,
168,143,

139,
212,
796,

200,35,
302,
311,

336,
308,
102,
86,

150,60,
4,
106,
293,
192,
285,53,

0,
466,207,113,
588,402,
651,

424,
267,144,
206,161,

68,
588,
541,207,99,

719,
114,
766,
169,
253,
539,

279,175,
68,
25,
575,410,
5,
19,
