388,
788,507,
155,
1203,1138,488,285,
1540,957,826,
443,99,
760,
107,17,
68,
1358,24,
614,544,
442,
865,
938,603,162,
1546,326,

1421,864,
1174,859,
1667,671,317,158,
1638,1130,1113,
1438,1104,
1237,
1348,1325,
999,

715,


1498,
247,
1305,29,

975,513,287,
1696,
211,
1621,568,325,
586,
676,211,4,

1289,91,
1011,
560,

461,
1097,779,391,320,159,107,

1606,552,

1645,1349,44,
1607,354,153,
516,148,
1374,929,665,
912,332,
1372,
491,
1293,
551,29,
915,609,
627,230,129,
1538,

1120,852,
1207,912,
1035,748,
243,
1737,782,611,
1743,


67,
1003,870,230,
59,
1242,198,167,

1196,129,
1394,152,
747,280,
1151,363,
1704,928,
1334,
491,
816,
1407,610,
1608,949,768,
1226,972,261,
484,
130,
105,
1762,1338,
1375,236,114,
1731,978,432,


1923,1369,13,
1530,
1650,

453,186,
592,
697,457,
